DEPTH,LCAL,GR,RHOM,APLC,APLU
4118.7624,9.2276,68.3335,2.5491,0.092,0.1323
4118.61,9.1356,74.2337,2.5292,0.0933,0.1348
4118.4576,8.9397,68.7486,2.5273,0.0728,0.1123
4118.3052,8.8421,51.9422,2.5022,0.066,0.0998
4118.1528,8.9567,33.0074,2.4785,0.0638,0.0926
4118.0004,8.9256,24.4028,2.4629,0.0731,0.0975
4117.848,8.8593,25.7182,2.4674,0.0736,0.0971
4117.6956,8.877,24.8052,2.4636,0.0721,0.0954
4117.5432,8.9099,26.4352,2.4655,0.0779,0.1024
4117.3908,8.9878,28.4886,2.456,0.0805,0.1075
4117.2384,8.9151,33.1378,2.4457,0.0818,0.1106
4117.086,8.8566,35.1834,2.4434,0.0891,0.1183
4116.9336,8.8108,36.1355,2.45,0.089,0.1152
4116.7812,8.7959,33.8419,2.4623,0.0896,0.1087
4116.6288,8.7523,31.3173,2.4669,0.0709,0.0909
4116.4764,8.8213,30.4386,2.4714,0.0659,0.0867
4116.324,8.8698,30.4386,2.4843,0.0727,0.0953
4116.1716,8.9199,29.8918,2.4956,0.0842,0.1102
4116.0192,8.9578,27.4508,2.5051,0.0818,0.1175
4115.8668,8.9566,27.0789,2.5002,0.0753,0.1155
4115.7144,8.9445,28.1667,2.4897,0.0725,0.1132
4115.562,8.8867,28.3606,2.4806,0.0768,0.1149
4115.4096,8.8758,27.7407,2.4762,0.0715,0.1118
4115.2572,8.8767,26.9593,2.501,0.073,0.1188
4115.1048,8.8695,30.6066,2.5095,0.0755,0.1296
4114.9524,8.8457,36.3095,2.5443,0.0923,0.1502
4114.8,8.8163,41.2502,2.543,0.0893,0.1546
4114.6476,8.8209,42.6541,2.5449,0.0814,0.1395
4114.4952,8.9639,44.4518,2.5349,0.0691,0.123
4114.3428,9.0168,47.2653,2.5166,0.0686,0.1088
4114.1904,9.0105,43.4111,2.4888,0.0706,0.1055
4114.038,9.0043,38.0107,2.4871,0.0718,0.1037
4113.8856,8.9801,33.2019,2.4885,0.0733,0.1019
4113.7332,8.9434,41.262,2.521,0.0624,0.0905
4113.5808,9.0075,57.6344,2.5525,0.0479,0.0814
4113.4284,8.9862,77.7864,2.5396,0.0671,0.1041
4113.276,8.8755,93.291,2.536,0.1094,0.141
4113.1236,8.8096,91.3693,2.522,0.1124,0.1501
4112.9712,8.8294,66.6613,2.5009,0.0696,0.1117
4112.8188,8.7717,42.3205,2.4925,0.0496,0.0881
4112.6664,8.7541,26.2945,2.483,0.0422,0.0777
4112.514,8.7553,30.0691,2.471,0.0523,0.0867
4112.3616,8.7709,29.2877,2.4529,0.0725,0.1024
4112.2092,8.7682,30.9942,2.4554,0.0833,0.1121
4112.0568,8.8004,28.7798,2.4517,0.0802,0.1094
4111.9044,8.8308,31.3401,2.4689,0.0822,0.1062
4111.752,8.8304,37.601,2.5074,0.0907,0.1084
4111.5996,8.8338,63.6191,2.5834,0.0882,0.1034
4111.4472,8.8986,91.1458,2.612,0.0935,0.1098
4111.2948,9.0199,100.2356,2.5478,0.0903,0.1063
4111.1424,9.6177,86.4845,2.5049,0.0835,0.1028
4110.99,10.7743,71.3049,2.4731,0.0642,0.094
4110.8376,10.8844,63.8887,2.4801,0.0601,0.0977
4110.6852,10.631,61.7767,2.5296,0.0704,0.1071
4110.5328,10.0065,59.2239,2.5557,0.061,0.1039
4110.3804,9.9309,60.2157,2.5362,0.0621,0.1122
4110.228,10.5037,58.0458,2.5048,0.0885,0.1384
4110.0756,10.0409,47.3071,2.5283,0.1096,0.1596
4109.9232,9.7707,34.7365,2.5319,0.1039,0.1669
4109.7708,9.6291,26.3812,2.5096,0.0795,0.162
4109.6184,9.6844,23.9838,2.5376,0.097,0.1701
4109.466,9.6967,23.2888,2.5529,0.0906,0.1554
4109.3136,9.4862,23.2112,2.5663,0.0716,0.1268
4109.1612,9.3654,28.7846,2.5709,0.0663,0.105
4109.0088,9.2293,48.683,2.5897,0.0503,0.0783
4108.8564,9.6403,73.5862,2.5845,0.0428,0.0737
4108.704,10.1901,95.1226,2.542,0.0591,0.0914
4108.5516,10.1783,91.6841,2.4953,0.1026,0.1307
4108.3992,9.7069,76.2357,2.5032,0.1158,0.1463
4108.2468,8.8671,51.5904,2.4918,0.0768,0.1223
4108.0944,8.9133,37.4241,2.4586,0.0702,0.1073
4107.942,8.8116,29.0571,2.4586,0.0796,0.1112
4107.7896,8.7765,28.7566,2.4755,0.0826,0.1133
4107.6372,8.7216,28.4466,2.482,0.0821,0.1118
4107.4848,8.662,27.3763,2.4984,0.0892,0.1104
4107.3324,8.5861,27.4965,2.496,0.0769,0.0955
4107.18,8.5926,27.7372,2.4952,0.0711,0.0865
4107.0276,8.6488,28.5328,2.4987,0.0666,0.0814
4106.8752,8.6587,28.7225,2.5084,0.0782,0.0913
4106.7228,8.661,28.8763,2.5107,0.074,0.0879
4106.5704,8.6583,27.6153,2.5071,0.0657,0.0809
4106.418,8.6589,23.914,2.5078,0.0576,0.0752
4106.2656,8.6378,21.7219,2.4989,0.0571,0.075
4106.1132,8.5312,20.846,2.4968,0.0653,0.0822
4105.9608,8.5074,22.4397,2.494,0.0741,0.0907
4105.8084,8.5066,24.9193,2.5064,0.0758,0.0922
4105.656,8.5064,29.9149,2.5175,0.071,0.0871
4105.5036,8.5645,44.0483,2.5074,0.0759,0.0914
4105.3512,8.7009,51.2928,2.48,0.0829,0.1008
4105.1988,8.7465,56.1954,2.5328,0.0857,0.1054
4105.0464,8.8073,52.754,2.5492,0.0666,0.0947
4104.894,8.946,52.2551,2.5516,0.0805,0.1172
4104.7416,9.6472,47.4249,2.5589,0.0998,0.1491
4104.5892,9.9171,44.3011,2.5072,0.1307,0.1871
4104.4368,9.0891,41.4759,2.4426,0.0964,0.1909
4104.2844,8.8325,42.6782,2.4585,0.1094,0.2029
4104.132,8.6712,35.3578,2.5094,0.1683,0.1911
4103.9796,8.5598,29.0559,2.5109,0.1,0.1155
4103.8272,8.4862,21.102,2.5172,0.0654,0.0746
4103.6748,8.4242,19.8622,2.5021,0.0535,0.0587
4103.5224,8.4461,18.7104,2.5089,0.0605,0.0649
4103.37,8.4248,19.7742,2.5264,0.0635,0.068
4103.2176,8.4016,20.7551,2.5342,0.0671,0.0716
4103.0652,8.4201,22.2578,2.5297,0.0684,0.073
4102.9128,8.4515,27.217,2.5215,0.0632,0.068
4102.7604,8.4386,34.1087,2.5205,0.057,0.062
4102.608,8.5044,43.42,2.5115,0.0626,0.0695
4102.4556,8.6873,43.9879,2.5089,0.071,0.0817
4102.3032,8.9724,39.0907,2.503,0.0751,0.0911
4102.1508,8.928,33.4837,2.5077,0.0741,0.0939
4101.9984,8.8062,28.9561,2.4925,0.0714,0.0926
4101.846,8.7739,26.3197,2.4914,0.0765,0.0938
4101.6936,8.7283,24.2741,2.5042,0.0751,0.0871
4101.5412,8.6981,30.5256,2.5364,0.0706,0.0815
4101.3888,8.7307,49.293,2.5461,0.0746,0.0855
4101.2364,8.8836,71.599,2.5091,0.0894,0.1019
4101.084,9.5831,85.9823,2.4441,0.1118,0.1273
4100.9316,9.9063,78.9436,2.4385,0.1016,0.1283
4100.7792,9.8383,59.908,2.4719,0.089,0.1186
4100.6268,9.4208,40.776,2.4977,0.0831,0.108
4100.4744,9.0743,31.3173,2.4979,0.069,0.0922
4100.322,9.0036,27.8309,2.4971,0.0626,0.0826
4100.1696,8.9653,25.9487,2.5042,0.0642,0.081
4100.0172,9.052,24.0174,2.513,0.0634,0.0771
4099.8648,9.0291,24.4634,2.5142,0.0533,0.0687
4099.7124,9.167,30.5863,2.513,0.0542,0.0675
4099.56,9.0855,38.2769,2.5053,0.061,0.0734
4099.4076,9.0802,47.3885,2.4948,0.0707,0.0835
4099.2552,9.2529,48.7981,2.4798,0.0799,0.0952
4099.1028,9.3005,44.4214,2.4764,0.0821,0.0989
4098.9504,9.0907,38.4704,2.4896,0.0834,0.1046
4098.798,9.389,34.0993,2.5052,0.0791,0.1045
4098.6456,9.2073,32.0652,2.5282,0.0776,0.1026
4098.4932,9.1373,28.6486,2.5319,0.0702,0.0908
4098.3408,9.0457,25.4252,2.5124,0.0552,0.0754
4098.1884,9.1534,26.567,2.4961,0.0491,0.0705
4098.036,9.2326,38.0384,2.4739,0.0521,0.0737
4097.8836,9.3415,63.0049,2.4488,0.0683,0.0893
4097.7312,9.5327,88.1216,2.4486,0.0654,0.0956
4097.5788,9.9919,96.3568,2.3174,0.0841,0.123
4097.4264,11.0162,86.0197,2.2431,0.1421,0.1789
4097.274,11.828,79.4056,2.2447,0.1585,0.2013
4097.1216,11.7073,78.6396,2.4223,0.0917,0.1721
4096.9692,11.4366,80.9952,2.5264,0.0424,0.1303
4096.8168,11.3666,76.502,2.3938,0.0416,0.1244
4096.6644,11.4599,77.5084,2.2765,0.0662,0.1519
4096.512,12.3272,84.3478,2.2921,0.1052,0.1947
4096.3596,12.6753,80.3073,2.3779,0.1555,0.2458
4096.2072,12.8806,65.3454,2.4354,0.175,0.2747
4096.0548,12.4628,43.8766,2.3591,0.2076,0.3066
4095.9024,11.5521,30.7182,2.3244,0.2154,0.3144
4095.75,12.1336,23.4573,2.3259,0.2245,0.3243
4095.5976,13.1291,22.8374,2.2617,0.2409,0.3432
4095.4452,13.2237,32.6296,2.0642,0.2835,0.3881
4095.2928,13.3231,52.4743,1.8799,0.3542,0.4315
4095.1404,13.6874,73.5323,1.8639,0.4079,0.4678
4094.988,12.6506,84.1117,1.9806,0.4262,0.4841
4094.8356,13.1545,69.9162,2.2209,0.3083,0.4022
4094.6832,13.0284,48.7003,2.3683,0.2346,0.3411
4094.5308,13.35,31.2082,2.3327,0.1794,0.2874
4094.3784,13.7421,27.8988,2.3748,0.1805,0.2891
4094.226,14.1,27.7708,2.4012,0.1962,0.3054
4094.0736,13.8955,25.1053,2.4585,0.2183,0.3271
4093.9212,13.6695,24.0175,2.4667,0.2344,0.3426
4093.7688,13.5315,22.5057,2.4262,0.2183,0.3262
4093.6164,13.7491,23.7455,2.3995,0.2165,0.3244
4093.464,13.6291,28.4264,2.4451,0.193,0.3006
4093.3116,13.3001,38.7045,2.4982,0.2059,0.3128
4093.1592,12.7442,57.5863,2.5404,0.208,0.3133
4093.0068,11.7888,66.849,2.5503,0.2165,0.3199
4092.8544,10.9776,59.8994,2.5392,0.2138,0.3007
4092.702,10.6524,39.1974,2.5023,0.1499,0.2321
4092.5496,10.5405,22.3255,2.478,0.0877,0.168
4092.3972,10.3294,17.6369,2.4574,0.0726,0.1427
4092.2448,10.2091,16.4347,2.4465,0.0779,0.1408
4092.0924,10.1202,16.8795,2.4476,0.0935,0.1463
4091.94,10.0797,17.1277,2.4607,0.0848,0.1322
4091.7876,9.9932,18.2485,2.4786,0.0821,0.1187
4091.6352,9.9072,19.5503,2.4886,0.0751,0.1012
4091.4828,9.8989,19.8562,2.4889,0.0803,0.0978
4091.3304,9.8399,19.9376,2.4786,0.0775,0.0914
4091.178,9.7292,20.1747,2.4735,0.071,0.0826
4091.0256,9.6162,20.7025,2.465,0.0708,0.0819
4090.8732,9.5341,21.5929,2.4682,0.0727,0.0841
4090.7208,9.5194,23.0108,2.4694,0.08,0.0928
4090.5684,9.4685,24.2246,2.4822,0.0839,0.0979
4090.416,9.4222,24.5966,2.4848,0.0831,0.0977
4090.2636,9.3858,22.0758,2.4762,0.0831,0.0949
4090.1112,9.3207,20.3811,2.4651,0.0831,0.0938
4089.9588,9.2031,18.9985,2.4722,0.0837,0.0932
4089.8064,9.1391,21.7933,2.4859,0.0808,0.0897
4089.654,9.0873,25.9409,2.5055,0.0807,0.0892
4089.5016,9.0193,29.1268,2.5056,0.0764,0.0849
4089.3492,8.8838,27.2278,2.493,0.0738,0.0821
4089.1968,8.8128,23.4952,2.473,0.0771,0.085
4089.0444,8.7556,20.668,2.4724,0.0811,0.089
4088.892,8.7534,20.886,2.4729,0.0832,0.0915
4088.7396,8.7697,20.8317,2.4706,0.081,0.0906
4088.5872,8.761,22.5769,2.4761,0.09,0.0999
4088.4348,8.7452,23.3207,2.4853,0.0864,0.0975
4088.2824,8.8141,23.2606,2.4857,0.0835,0.0942
4088.13,8.8278,21.6376,2.4711,0.0731,0.0843
4087.9776,8.8124,20.6758,2.4681,0.0802,0.0905
4087.8252,8.8136,21.0462,2.4716,0.077,0.087
4087.6728,8.818,21.3899,2.5228,0.0776,0.0872
4087.5204,8.8278,26.381,2.5855,0.0758,0.0865
4087.368,8.7941,31.6141,2.61,0.0776,0.0877
4087.2156,8.8001,34.3961,2.5648,0.0804,0.0903
4087.0632,8.7548,31.6911,2.5137,0.082,0.0914
4086.9108,8.6467,27.6506,2.5014,0.0753,0.0864
4086.7584,8.6265,24.1247,2.5004,0.0795,0.0901
4086.606,8.5993,22.4785,2.4983,0.085,0.0941
4086.4536,8.6073,22.5017,2.4887,0.0864,0.0943
4086.3012,8.6009,24.3154,2.4732,0.0727,0.0813
4086.1488,8.5883,25.6292,2.4696,0.0745,0.0815
4085.9964,8.569,25.3053,2.48,0.0785,0.0853
4085.844,8.5684,24.5017,2.4835,0.0803,0.0879
4085.6916,8.56,22.2683,2.4825,0.0791,0.087
4085.5392,8.5335,21.2465,2.4806,0.0746,0.0823
4085.3868,8.5293,21.8299,2.4796,0.0716,0.0797
4085.2344,8.5301,24.4972,2.4666,0.0688,0.0775
4085.082,8.5398,26.8415,2.4639,0.0702,0.0785
4084.9296,8.5661,28.1615,2.4606,0.0722,0.0813
4084.7772,8.5866,28.3005,2.4602,0.0817,0.0922
4084.6248,8.6016,26.6846,2.4583,0.0891,0.0997
4084.4724,8.6076,24.1712,2.4624,0.0925,0.1022
4084.32,8.6648,22.428,2.4698,0.0888,0.0984
4084.1676,8.7347,23.6833,2.4746,0.0795,0.0893
4084.0152,8.7587,31.6178,2.4748,0.0767,0.0861
4083.8628,8.7764,35.7636,2.4635,0.0767,0.0865
4083.7104,8.7581,35.8575,2.4467,0.0783,0.0885
4083.558,8.7221,28.5841,2.4326,0.0799,0.0908
4083.4056,8.712,23.9421,2.4335,0.0841,0.0957
4083.2532,8.6978,21.6928,2.4363,0.0913,0.102
4083.1008,8.6839,21.3098,2.447,0.0943,0.1049
4082.9484,8.6156,21.4231,2.4545,0.1003,0.1099
4082.796,8.5822,20.8064,2.4556,0.0982,0.1075
4082.6436,8.6352,19.5664,2.4528,0.0905,0.0993
4082.4912,8.6487,18.888,2.4518,0.0876,0.0959
4082.3388,8.6606,19.7048,2.4445,0.0938,0.1015
4082.1864,8.6618,20.168,2.4281,0.0974,0.1055
4082.034,8.6575,19.8362,2.4154,0.1076,0.1153
4081.8816,8.6339,20.4296,2.4281,0.1085,0.1167
4081.7292,8.6439,26.3639,2.476,0.1012,0.1104
4081.5768,8.773,40.8062,2.5455,0.0828,0.0922
4081.4244,8.8482,58.7723,2.6057,0.0789,0.0888
4081.272,8.9303,79.4846,2.6352,0.0789,0.0892
4081.1196,8.9559,83.9089,2.6295,0.0951,0.106
4080.9672,9.0112,72.1736,2.5839,0.114,0.1249
4080.8148,8.9679,48.8525,2.5416,0.1036,0.1176
4080.6624,9.0167,31.5613,2.5283,0.0851,0.1015
4080.51,9.0603,28.996,2.5343,0.0703,0.0868
4080.3576,9.0646,34.4952,2.5536,0.0585,0.0718
4080.2052,9.0649,51.1028,2.5852,0.0518,0.0641
4080.0528,9.0622,77.0652,2.6329,0.0531,0.0654
4079.9004,9.0572,104.0238,2.6803,0.075,0.0868
4079.748,9.0507,130.4329,2.7009,0.0908,0.1039
4079.5956,9.0522,144.0037,2.698,0.0963,0.1125
4079.4432,9.0442,147.2531,2.7252,0.1102,0.1264
4079.2908,9.0368,125.7065,2.6765,0.1288,0.1459
4079.1384,9.0234,87.6085,2.6027,0.1435,0.1597
4078.986,9.0643,51.2795,2.5295,0.1333,0.1491
4078.8336,9.0664,32.4749,2.5043,0.1031,0.1217
4078.6812,9.0617,40.698,2.523,0.0812,0.1011
4078.5288,9.0408,58.4494,2.5691,0.0826,0.0995
4078.3764,9.0093,74.501,2.6128,0.0846,0.0993
4078.224,9.0069,81.4137,2.6405,0.0908,0.1051
4078.0716,9.0088,76.124,2.646,0.098,0.1133
4077.9192,9.0369,66.3334,2.6157,0.1162,0.1319
4077.7668,8.9599,61.0025,2.6049,0.112,0.129
4077.6144,8.9336,60.8893,2.6183,0.0898,0.1149
4077.462,8.9117,70.7808,2.6333,0.0736,0.1047
4077.3096,8.9087,80.8605,2.622,0.0849,0.1166
4077.1572,9.0631,73.0973,2.5699,0.1166,0.1435
4077.0048,8.9718,55.1436,2.5187,0.1145,0.1404
4076.8524,8.878,30.9942,2.4952,0.096,0.1176
4076.7,8.8466,26.4878,2.4922,0.0805,0.1002
4076.5476,8.8371,25.6819,2.5005,0.0858,0.1037
4076.3952,8.8159,26.809,2.5055,0.0963,0.113
4076.2428,8.8585,31.137,2.5106,0.1035,0.1216
4076.0904,8.9713,36.1261,2.5279,0.1067,0.1281
4075.938,8.9727,39.2289,2.5454,0.1049,0.1267
4075.7856,8.9565,40.7091,2.5405,0.0937,0.1168
4075.6332,8.9304,47.2499,2.5572,0.0812,0.1052
4075.4808,8.8694,66.2678,2.5711,0.0846,0.1074
4075.3284,8.8483,73.2543,2.5791,0.105,0.1216
4075.176,8.8479,62.8012,2.5446,0.1056,0.1195
4075.0236,8.8767,42.7415,2.5154,0.0869,0.0999
4074.8712,8.8756,38.4825,2.4958,0.0715,0.0824
4074.7188,8.8275,49.4825,2.5563,0.07,0.0791
